date,series,val_geom_mt,val_vlm_ensemble_mt,val_trajectory_mt,final_reconciled_mt,confidence,uncertainty_score,is_intersection_zone,audit_status,decision_reason
2024-12-01,Chattogram,60447.8,61882.7,70923.2,60734.7,97.8,8.4,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2024-12-01,Gadani,0.0,17079.3,5049.5,2561.9,94.0,13.7,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-01-01,Alang,97014.9,143699.7,114283.4,104017.6,94.0,5.7,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-01-01,Chattogram,78358.2,88765.5,78548.9,80439.7,94.5,2.5,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2025-01-01,Gadani,0.0,18422.4,5596.1,2763.4,94.0,15.4,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-02-01,Alang,144852.9,149066.4,112637.3,145695.6,97.6,15.9,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2025-02-01,Chattogram,104411.8,109315.3,82866.7,105392.5,97.1,14.8,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2025-02-01,Gadani,0.0,18413.5,6176.5,2762.0,94.0,18.3,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-03-01,Alang,89552.2,147348.2,104984.8,97268.5,96.0,4.9,True,PASS,Intersection resolved: Parallel convergence (4.3% separation); verified by global manifold
2025-03-01,Chattogram,85820.9,108615.4,81555.7,83688.3,96.0,2.6,True,PASS,Intersection resolved: Parallel convergence (4.3% separation); verified by global manifold
2025-03-01,Gadani,0.0,18825.8,7074.4,1768.6,88.5,27.8,True,REVIEW_REQUIRED,Crossing zone peer verified by trajectory baseline -> Overruled by Uncertainty Gate (Uncertainty 27.8% > 20%)
2025-04-01,Alang,50000.0,148320.1,95709.9,64748.0,94.0,17.4,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-04-01,Chattogram,26865.7,109962.9,79248.1,39330.3,88.5,26.4,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 26.4% > 20%)
2025-04-01,Gadani,7462.7,19653.7,7232.7,9291.3,94.0,11.5,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-05-01,Alang,32835.8,150048.1,94492.7,50417.7,88.5,24.6,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 24.6% > 20%)
2025-05-01,Chattogram,59701.5,111868.9,76943.3,67526.6,94.0,7.4,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-05-01,Gadani,1492.5,20579.4,8163.3,4355.6,88.5,20.3,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 20.3% > 20%)
2025-06-01,Alang,81343.3,144006.8,104841.4,90742.8,94.0,8.0,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-06-01,Chattogram,67164.2,107991.5,79395.9,73288.3,94.0,5.1,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-06-01,Gadani,0.0,20449.8,8475.4,3067.5,88.5,28.3,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 28.3% > 20%)
2025-07-01,Alang,136764.7,147583.3,123992.4,138928.4,96.1,7.3,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2025-07-01,Chattogram,100735.3,111302.4,75556.2,102848.7,95.4,19.3,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2025-07-01,Gadani,0.0,21658.9,11401.4,3248.8,88.5,37.0,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 37.0% > 20%)
2025-08-01,Alang,126470.6,145165.2,146577.7,130209.5,94.1,6.8,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2025-08-01,Chattogram,47761.2,110125.3,69918.5,57115.8,94.0,10.4,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-08-01,Gadani,20895.5,22025.1,13192.6,21121.4,88.5,31.3,False,REVIEW_REQUIRED,Clean zone; pixel-calibrated geometry verified by VLM ensemble -> Overruled by Uncertainty Gate (Uncertainty 31.3% > 20%)
2025-09-01,Alang,182352.9,156570.3,156461.8,177196.4,94.3,7.9,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2025-09-01,Chattogram,35820.9,81180.7,57802.7,42624.9,94.0,14.4,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-09-01,Gadani,2985.1,23482.9,16286.5,6059.7,88.5,32.6,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 32.6% > 20%)
2025-10-01,Alang,189705.9,171413.5,153942.7,180765.1,95.0,10.0,True,PASS,Crossing zone peer verified by trajectory baseline
2025-10-01,Chattogram,23880.6,55841.2,51169.6,51169.6,88.0,1.2,True,REVIEW_REQUIRED,Severe trajectory divergence (53.3%); quarantined
2025-10-01,Gadani,29850.7,25469.6,15074.5,15074.5,88.0,1.2,True,REVIEW_REQUIRED,Severe trajectory divergence (98.0%); quarantined
2025-11-01,Alang,150735.3,188470.2,134477.6,156395.5,94.0,9.4,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2025-11-01,Chattogram,77611.9,29758.5,49029.0,70433.9,88.5,23.1,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 23.1% > 20%)
2025-11-01,Gadani,1492.5,27774.6,15179.1,5434.8,88.5,33.3,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 33.3% > 20%)
2025-12-01,Alang,29850.7,142031.1,113314.4,113314.4,88.0,1.2,True,REVIEW_REQUIRED,Intersection dispute: Multi-path occlusion (ratio 1.0); anchored to smooth manifold
2025-12-01,Chattogram,41044.8,47159.2,54456.0,54456.0,88.0,1.2,True,REVIEW_REQUIRED,Intersection dispute: Multi-path occlusion (ratio 1.0); anchored to smooth manifold
2025-12-01,Gadani,1492.5,28516.9,13445.0,4480.6,88.5,34.6,True,REVIEW_REQUIRED,Crossing zone peer verified by trajectory baseline -> Overruled by Uncertainty Gate (Uncertainty 34.6% > 20%)
2026-01-01,Alang,83582.1,87602.0,94618.9,84386.1,97.1,6.7,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2026-01-01,Chattogram,43283.6,63422.8,63352.8,46304.5,94.0,14.7,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2026-01-01,Gadani,1492.5,28120.0,14660.0,5486.7,88.5,32.5,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 32.5% > 20%)
2026-02-01,Alang,130882.4,34898.8,87065.7,116484.8,94.0,18.1,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2026-02-01,Chattogram,101470.6,79768.7,73836.4,98215.3,94.0,17.8,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2026-02-01,Gadani,25373.1,27919.0,14024.3,25882.3,88.5,43.5,False,REVIEW_REQUIRED,Clean zone; pixel-calibrated geometry verified by VLM ensemble -> Overruled by Uncertainty Gate (Uncertainty 43.5% > 20%)
2026-03-01,Alang,74626.9,77615.4,90783.7,90783.7,88.0,1.2,True,REVIEW_REQUIRED,Intersection dispute: Multi-path occlusion (ratio 1.1); anchored to smooth manifold
2026-03-01,Chattogram,67164.2,91179.8,86361.3,86361.3,88.0,1.2,True,REVIEW_REQUIRED,Intersection dispute: Multi-path occlusion (ratio 1.1); anchored to smooth manifold
2026-03-01,Gadani,8955.2,25572.2,13976.9,10210.6,95.0,14.7,True,PASS,Crossing zone peer verified by trajectory baseline
2026-04-01,Alang,85074.6,122027.8,98798.2,98798.2,88.0,1.2,True,REVIEW_REQUIRED,Intersection dispute: Multi-path occlusion (ratio 1.2); anchored to smooth manifold
2026-04-01,Chattogram,95522.4,101157.5,97210.4,97210.4,88.0,1.2,True,REVIEW_REQUIRED,Intersection dispute: Multi-path occlusion (ratio 1.2); anchored to smooth manifold
2026-04-01,Gadani,0.0,22333.1,12134.6,3033.6,88.5,38.8,True,REVIEW_REQUIRED,Crossing zone peer verified by trajectory baseline -> Overruled by Uncertainty Gate (Uncertainty 38.8% > 20%)
2026-05-01,Alang,62686.6,167604.2,111577.9,78424.2,94.0,16.1,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2026-05-01,Chattogram,116176.5,113379.3,107334.5,115617.0,97.8,5.1,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2026-05-01,Gadani,4477.6,19848.9,11320.6,6783.3,88.5,21.3,False,REVIEW_REQUIRED,Clean zone; anchored to calibrated pixel ground truth -> Overruled by Uncertainty Gate (Uncertainty 21.3% > 20%)
2026-06-01,Alang,159558.8,145393.2,119276.9,156725.7,95.8,16.9,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2026-06-01,Chattogram,114705.9,116839.9,113877.9,115132.7,97.9,1.8,False,PASS,Clean zone; pixel-calibrated geometry verified by VLM ensemble
2026-06-01,Gadani,11940.3,17192.0,11211.9,12728.1,94.0,8.0,False,PASS,Clean zone; anchored to calibrated pixel ground truth
2026-07-01,Alang,123529.4,127354.5,123715.6,123622.5,96.0,1.3,True,PASS,Intersection resolved: Parallel convergence (3.6% separation); verified by global manifold
2026-07-01,Chattogram,119117.6,123669.8,118204.6,118661.1,96.0,1.4,True,PASS,Intersection resolved: Parallel convergence (3.6% separation); verified by global manifold
2026-07-01,Gadani,11940.3,15028.4,11605.6,11856.6,95.0,2.3,True,PASS,Crossing zone peer verified by trajectory baseline
2026-08-01,Alang,123529.4,102624.7,125155.4,124342.4,96.0,1.6,True,PASS,Intersection resolved: Parallel convergence (3.6% separation); verified by global manifold
2026-08-01,Chattogram,119117.6,125262.5,120327.2,119722.4,96.0,1.5,True,PASS,Intersection resolved: Parallel convergence (3.6% separation); verified by global manifold
2026-08-01,Gadani,11940.3,12073.5,12653.9,12118.7,95.0,3.4,True,PASS,Crossing zone peer verified by trajectory baseline
